id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,scores,scoresLastChangedAt
01HVDK8PVWHF5THK13ZV9BWYH3,01HVDK8H274NGF68S69V3XJQN3,2024-04-13T23:03:45.40482-07:00,01HVDK8H2XQAJ2CRG859KB0TBN,2024-04-13T23:03:45.40482-07:00,01HVDK8NB54Y8K273TJC7VC4BX,2024-04-13T23:03:45.40482-07:00,"[12,18,22]",2024-04-13T23:06:40.252139-07:00
