id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,intro setup,intro setupLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,setups,setupsLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01HVDK8H2XQAJ2CRG859KB0TBN,01HVDK8H274NGF68S69V3XJQN3,2024-04-13T23:03:39.485292-07:00,true,2024-04-13T23:06:52.665374-07:00,end of game,2024-04-13T23:06:52.669349-07:00,01HVDK8H36XRE3QZBS4Y8MMYSE,2024-04-13T23:03:39.49925-07:00,"{""name"":""Intro"",""goal"":[1,2,1],""board"":[[[],[],[],[],[],[2]],[[],[],[],[],[],[]],[[],[],[],[],[],[]],[[],[],[0],[],[],[]],[[],[],[1],[1],[],[]],[[],[],[],[],[],[]]],""playerPositions"":[[2,2]],""capacity"":4}",2024-04-13T23:03:45.425552-07:00,01HVDK8PVSFTJ271N2VKSCA4N5,2024-04-13T23:03:45.408526-07:00,3,2024-04-13T23:03:45.425552-07:00,"[{""setup"":{""name"":""Oak"",""goal"":[1,2,1,1],""board"":[[[],[],[],[],[],[]],[[],[],[2],[1],[],[]],[[],[],[],[1],[2],[]],[[],[3],[],[0],[],[]],[[],[],[],[],[],[]],[[],[],[],[1],[1],[]]],""playerPositions"":[[4,3]],""capacity"":7},""setupIndex"":0},{""setup"":{""name"":""Birch"",""goal"":[2,3,2,1],""board"":[[[],[],[0],[2],[1],[]],[[],[],[],[1],[],[]],[[],[],[],[],[],[]],[[],[],[3],[],[2],[2]],[[],[1],[0],[],[1],[]],[[],[],[1],[0],[],[]]],""playerPositions"":[[4,0]],""capacity"":10},""setupIndex"":1},{""setup"":{""name"":""Pine"",""goal"":[3,1,2,2],""board"":[[[],[0],[0],[],[],[0]],[[0],[],[3],[],[1],[]],[[],[3],[],[],[],[]],[[],[],[0],[],[2],[]],[[],[],[],[2],[],[]],[[],[],[2],[],[],[]]],""playerPositions"":[[2,3]],""capacity"":8},""setupIndex"":2}]",2024-04-13T23:03:45.425552-07:00,null,2024-04-13T23:06:52.665374-07:00,true,2024-04-13T23:03:45.392226-07:00,true,2024-04-13T23:03:45.392226-07:00,ended,2024-04-13T23:06:52.669349-07:00,"{""playerCount"":1}",2024-04-13T23:03:39.485292-07:00,Solo,2024-04-13T23:03:39.485292-07:00
