id,check complete,check completeLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,questionaire,questionaireLastChangedAt,submit check,submit checkLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01HVDK8NB54Y8K273TJC7VC4BX,true,2024-04-13T23:04:21.257972-07:00,game ended,2024-04-13T23:06:52.671739-07:00,true,2024-04-13T23:07:26.419643-07:00,"{""General Feedback"":{""rules"":""2"",""performance"":""1"",""success"":""tt"",""failure"":""tt"",""feedback"":""tt"",""sanity"":""0""},""Strategy and Advice"":{""approach"":""tt"",""strategy"":[""0"",""2"",""3""],""change"":""tt"",""advice"":""0""},""Collaboration"":{""communication"":""tt"",""colab-strategy"":""0"",""priority-approach"":""0""}}",2024-04-13T23:07:26.424566-07:00,01HVDK8H2XQAJ2CRG859KB0TBN,2024-04-13T23:03:43.859118-07:00,true,2024-04-13T23:03:45.38198-07:00,01HVDK8NATTF2P2MPPJF9AB200,2024-04-13T23:03:43.845285-07:00,Boris,2024-04-13T23:03:43.845285-07:00,"{""action"":""3"",""movement"":""1"",""vision"":""2"",""collect"":""0"",""drop"":""1"",""score"":""1"",""items"":""3""}",2024-04-13T23:04:20.662461-07:00,true,2024-04-13T23:04:11.998115-07:00,"{""playerCount"":1}",2024-04-13T23:03:43.859118-07:00,Solo,2024-04-13T23:03:43.859118-07:00,{},2024-04-13T23:03:43.871586-07:00
