id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01HVDK8H274NGF68S69V3XJQN3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Solo"",""desc"":""Single-player Game"",""factors"":{""playerCount"":1}},""count"":1}]}}",2024-04-13T23:03:39.463192-07:00,all games finished,2024-04-13T23:06:52.671739-07:00,true,2024-04-13T23:03:39.485637-07:00,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-04-13T23:03:39.463192-07:00,ended,2024-04-13T23:06:52.671739-07:00
